開放閩南語字典

© 2013年 kaifangcidian.com
網址：http://www.kaifangcidian.com
本字典以創作共用“署名 3.0”許可協議授權發佈（詳見 http://creativecommons.org/licenses/by/3.0/）

［繁體字］	［簡體字］	［閩南語拼音］	［閩南語拼音 (數字調號)］
矄	矄	hun	hun
拫	拫	hun	hun
棼	棼	hun	hun
勛	勋	hun	hun
熏	熏	hun	hun
煇	煇	hun	hun
分	分	hun	hun
薰	薰	hun	hun
臐	臐	hun	hun
殙	殙	hun	hun
匪	匪	hun	hun
昏	昏	hun	hun
黺	黺	hún	hun2
忿	忿	hún	hun2
扮	扮	hún	hun2
鼢	鼢	hún	hun2
僨	偾	hún	hun2
墳	坟	hún	hun2
狠	狠	hún	hun2
弅	弅	hún	hun2
很	很	hún	hun2
倱	倱	hún	hun2
坌	坌	hún	hun2
憤	愤	hún	hun2
坋	坋	hún	hun2
幩	幩	hún	hun2
羵	羵	hún	hun2
粉	粉	hún	hun2
惲	恽	hún	hun2
楥	楥	hùn	hun3
璺	璺	hùn	hun3
馴	驯	hùn	hun3
釁	衅	hùn	hun3
僨	偾	hùn	hun3
訓	训	hùn	hun3
憤	愤	hùn	hun3
奮	奋	hùn	hun3
瀵	瀵	hùn	hun3
糞	粪	hùn	hun3
拚	拚	hùn	hun3
魂	魂	hûn	hun5
琿	珲	hûn	hun5
蕓	芸	hûn	hun5
澐	沄	hûn	hun5
賁	贲	hûn	hun5
豶	豮	hûn	hun5
羵	羵	hûn	hun5
蕡	蕡	hûn	hun5
餛	馄	hûn	hun5
痕	痕	hûn	hun5
緄	绲	hûn	hun5
鼖	鼖	hûn	hun5
焚	焚	hûn	hun5
雲	云	hûn	hun5
汾	汾	hûn	hun5
黂	黂	hûn	hun5
幩	幩	hûn	hun5
揮	挥	hûn	hun5
溳	溳	hûn	hun5
鼲	鼲	hûn	hun5
篔	筼	hûn	hun5
濆	濆	hûn	hun5
頒	颁	hûn	hun5
弅	弅	hûn	hun5
枌	枌	hûn	hun5
渾	浑	hûn	hun5
墳	坟	hûn	hun5
羒	羒	hûn	hun5
錕	锟	hûn	hun5
楎	楎	hûn	hun5
圂	圂	hūn	hun7
份	份	hūn	hun7
渾	浑	hūn	hun7
分	分	hūn	hun7
恨	恨	hūn	hun7
慁	慁	hūn	hun7
焜	焜	hūn	hun7
諢	诨	hūn	hun7
掍	掍	hūn	hun7
溷	溷	hūn	hun7
混	混	hūn	hun7
倱	倱	hūn	hun7
扢	扢	hut	hut
紱	绂	hut	hut
囫	囫	hut	hut
紼	绋	hut	hut
欻	欻	hut	hut
咈	咈	hut	hut
佛	佛	hut	hut
袚	袚	hut	hut
韍	韨	hut	hut
昒	昒	hut	hut
笰	笰	hut	hut
沸	沸	hut	hut
祓	祓	hut	hut
笏	笏	hut	hut
忽	忽	hut	hut
茀	茀	hut	hut
搰	搰	hut	hut
怫	怫	hut	hut
艴	艴	hut	hut
弗	弗	hut	hut
黻	黻	hut	hut
帗	帗	hut	hut
曶	曶	hut	hut
彿	彿	hut	hut
冹	冹	hut	hut
渾	浑	hut	hut
綍	綍	hut	hut
刜	刜	hut	hut
飌	飌	hut	hut
拂	拂	hut	hut
惚	惚	hut	hut
惕	惕	hut	hut
矞	矞	hut	hut
紇	纥	hu̍t	hut8
覈	覈	hu̍t	hut8
坲	坲	hu̍t	hut8
佛	佛	hu̍t	hut8
核	核	hu̍t	hut8
岪	岪	hu̍t	hut8
洢	洢	i	i
唉	唉	i	i
禕	祎	i	i
蛜	蛜	i	i
伊	伊	i	i
毉	毉	i	i
猗	猗	i	i
陭	陭	i	i
繄	繄	i	i
依	依	i	i
噫	噫	i	i
敧	敧	i	i
醫	医	i	i
欸	欸	i	i
鷖	鹥	i	i
衣	衣	i	i
犄	犄	i	i
欹	欹	i	i
咿	咿	i	i
黟	黟	i	i
忯	忯	i	i
椅	椅	í	i2
扆	扆	í	i2
倚	倚	í	i2
己	己	í	i2
已	已	í	i2
錡	锜	í	i2
苡	苡	í	i2
迤	迤	í	i2
佁	佁	í	i2
以	以	í	i2
掎	掎	í	i2
芑	芑	í	i2
迆	迆	í	i2
偯	偯	í	i2
矣	矣	í	i2
綺	绮	í	i2
猗	猗	í	i2
豷	豷	ì	i3
饐	饐	ì	i3
嫕	嫕	ì	i3
伿	伿	ì	i3
薏	薏	ì	i3
亄	亄	ì	i3
衣	衣	ì	i3
欭	欭	ì	i3
噫	噫	ì	i3
繄	繄	ì	i3
鷾	鷾	ì	i3
意	意	ì	i3
贀	贀	ì	i3
矣	矣	ì	i3
殪	殪	ì	i3
曀	曀	ì	i3
瘞	瘗	ì	i3
醫	医	ì	i3
貽	贻	î	i5
迻	迻	î	i5
蛇	蛇	î	i5
蛦	蛦	î	i5
痍	痍	î	i5
桋	桋	î	i5
暆	暆	î	i5
侇	侇	î	i5
荑	荑	î	i5
眙	眙	î	i5
乿	乿	î	i5
延	延	î	i5
維	维	î	i5
峓	峓	î	i5
椸	椸	î	i5
夷	夷	î	i5
佗	佗	î	i5
蜼	蜼	î	i5
恞	恞	î	i5
杝	杝	î	i5
匜	匜	î	i5
胰	胰	î	i5
迤	迤	î	i5
施	施	î	i5
濰	潍	î	i5
螔	螔	î	i5
栘	栘	î	i5
洟	洟	î	i5
姬	姬	î	i5
宧	宧	î	i5
咦	咦	î	i5
唯	唯	î	i5
訑	訑	î	i5
柂	柂	î	i5
姨	姨	î	i5
怡	怡	î	i5
圯	圯	î	i5
异	异	î	i5
彝	彝	î	i5
貤	貤	î	i5
瓵	瓵	î	i5
詒	诒	î	i5
謻	謻	î	i5
移	移	î	i5
飴	饴	î	i5
惟	惟	î	i5
台	台	î	i5
酏	酏	î	i5
臺	台	î	i5
它	它	î	i5
治	治	î	i5
跠	跠	î	i5
弛	弛	î	i5
異	异	ī	i7
异	异	ī	i7
肄	肄	ī	i7
漪	漪	ī	i7
埃	埃	ia	ia
埜	埜	iá	ia2
也	也	iá	ia2
抑	抑	iá	ia2
冶	冶	iá	ia2
野	野	iá	ia2
猒	猒	ià	ia3
厭	厌	ià	ia3
伿	伿	ià	ia3
荼	荼	iâ	ia5
邪	邪	iâ	ia5
揶	揶	iâ	ia5
爺	爷	iâ	ia5
耶	耶	iâ	ia5
役	役	iâ	ia5
椰	椰	iâ	ia5
琊	琊	iâ	ia5
敥	敥	iā	ia7
亦	亦	iā	ia7
颺	飏	iā	ia7
夜	夜	iā	ia7
憶	忆	iah	iah
挖	挖	iah	iah
益	益	iah	iah
蜴	蜴	ia̍h	iah8
易	易	ia̍h	iah8
帙	帙	ia̍h	iah8
驛	驿	ia̍h	iah8
蝶	蝶	ia̍h	iah8
葉	叶	ia̍h	iah8
亦	亦	ia̍h	iah8
頁	页	ia̍h	iah8
俺	俺	iam	iam
猒	猒	iam	iam
魘	魇	iam	iam
腌	腌	iam	iam
淹	淹	iam	iam
偣	偣	iam	iam
閹	阉	iam	iam
厭	厌	iam	iam
崦	崦	iam	iam
晻	晻	iam	iam
醃	醃	iam	iam
奄	奄	iam	iam
鵪	鹌	iam	iam
渰	渰	iam	iam
陰	阴	iam	iam
裺	裺	iám	iam2
剡	剡	iám	iam2
弇	弇	iám	iam2
掞	掞	iám	iam2
厴	厣	iám	iam2
靨	靥	iám	iam2
奄	奄	iám	iam2
掩	掩	iám	iam2
琰	琰	iám	iam2
淹	淹	iám	iam2
黭	黭	iám	iam2
扊	扊	iám	iam2
揜	揜	iám	iam2
黶	黡	iám	iam2
罨	罨	iám	iam2
渰	渰	iám	iam2
厭	厌	iàm	iam3
猒	猒	iàm	iam3
嬮	嬮	iàm	iam3
淹	淹	iàm	iam3
饜	餍	iàm	iam3
俺	俺	iàm	iam3
鹽	盐	iâm	iam5
爓	爓	iâm	iam5
炎	炎	iâm	iam5
閆	闫	iâm	iam5
簷	簷	iâm	iam5
閻	阎	iâm	iam5
弇	弇	iâm	iam5
燄	燄	iām	iam7
焱	焱	iām	iam7
敥	敥	iām	iam7
豔	豔	iām	iam7
鹽	盐	iām	iam7
爓	爓	iām	iam7
閻	阎	iām	iam7
艷	艳	iām	iam7
炎	炎	iām	iam7
灩	灩	iām	iam7
焰	焰	iām	iam7
甄	甄	ian	ian
鄢	鄢	ian	ian
胭	胭	ian	ian
嚥	咽	ian	ian
湮	湮	ian	ian
燕	燕	ian	ian
姻	姻	ian	ian
咽	咽	ian	ian
漹	漹	ian	ian
嫣	嫣	ian	ian
淵	渊	ian	ian
堙	堙	ian	ian
鼘	鼘	ian	ian
橪	橪	ian	ian
鵪	鹌	ian	ian
煙	烟	ian	ian
垔	垔	ian	ian
蔫	蔫	ian	ian
臙	臙	ian	ian
闉	闉	ian	ian
傿	傿	ian	ian
焉	焉	ian	ian
戭	戭	ián	ian2
沇	沇	ián	ian2
堰	堰	ián	ian2
蝘	蝘	ián	ian2
郾	郾	ián	ian2
鶠	鶠	ián	ian2
演	演	ián	ian2
兗	兖	ián	ian2
衍	衍	ián	ian2
匽	匽	ián	ian2
鰋	鰋	ián	ian2
偃	偃	ián	ian2
褗	褗	ián	ian2
縯	縯	ián	ian2
咽	咽	iàn	ian3
堰	堰	iàn	ian3
匽	匽	iàn	ian3
燕	燕	iàn	ian3
傿	傿	iàn	ian3
讌	讌	iàn	ian3
嚥	咽	iàn	ian3
焉	焉	iàn	ian3
莞	莞	iàn	ian3
宴	宴	iàn	ian3
嬿	嬿	iàn	ian3
綖	綖	iân	ian5
難	难	iân	ian5
捐	捐	iân	ian5
鳶	鸢	iân	ian5
郔	郔	iân	ian5
涎	涎	iân	ian5
唌	唌	iân	ian5
櫞	橼	iân	ian5
鉛	铅	iân	ian5
筵	筵	iân	ian5
蜎	蜎	iân	ian5
蝝	蝝	iân	ian5
鈆	鈆	iân	ian5
延	延	iân	ian5
梴	梴	iân	ian5
羨	羨	iân	ian5
莚	莚	iân	ian5
埏	埏	iân	ian5
挻	挻	iân	ian5
猭	猭	iân	ian5
沿	沿	iân	ian5
蜒	蜒	iân	ian5
焉	焉	iân	ian5
檐	檐	iân	ian5
掾	掾	iān	ian7
院	院	iān	ian7
羨	羨	iān	ian7
映	映	iaⁿ	iann
英	英	iaⁿ	iann
纓	缨	iaⁿ	iann
冶	冶	iáⁿ	iann2
影	影	iáⁿ	iann2
映	映	iàⁿ	iann3
營	营	iâⁿ	iann5
贏	赢	iâⁿ	iann5
捷	捷	iâⁿ	iann5
魘	魇	iap	iap
靨	靥	iap	iap
燁	烨	iap	iap
揜	揜	iap	iap
饁	馌	iap	iap
掩	掩	iap	iap
曄	晔	iap	iap
偞	偞	ia̍p	iap8
煠	煠	ia̍p	iap8
楪	楪	ia̍p	iap8
葉	叶	ia̍p	iap8
頁	页	ia̍p	iap8
嚥	咽	iat	iat
蠮	蠮	iat	iat
黦	黦	iat	iat
蠍	蠍	iat	iat
咽	咽	iat	iat
謁	谒	iat	iat
閱	阅	ia̍t	iat8
稅	税	ia̍t	iat8
搧	搧	ia̍t	iat8
軼	轶	ia̍t	iat8
悅	悦	ia̍t	iat8
說	说	ia̍t	iat8
逸	逸	ia̍t	iat8
吆	吆	iau	iau
邀	邀	iau	iau
枵	枵	iau	iau
祅	祅	iau	iau
要	要	iau	iau
妖	妖	iau	iau
葽	葽	iau	iau
飢	饥	iau	iau
腰	腰	iau	iau
芺	芺	iau	iau
么	么	iau	iau
夭	夭	iau	iau
喓	喓	iau	iau
殀	殀	iáu	iau2
夭	夭	iáu	iau2
也	也	iáu	iau2
騕	騕	iáu	iau2
溔	溔	iáu	iau2
穾	穾	iáu	iau2
鷕	鷕	iáu	iau2
窅	窅	iáu	iau2
窈	窈	iáu	iau2
偠	偠	iáu	iau2
舀	舀	iáu	iau2
猒	猒	iàu	iau3
傜	傜	iàu	iau3
袎	袎	iàu	iau3
葽	葽	iàu	iau3
要	要	iàu	iau3
媱	媱	iàu	iau3
穾	穾	iàu	iau3
厭	厌	iàu	iau3
靿	靿	iàu	iau3
筄	筄	iâu	iau5
徭	徭	iâu	iau5
陶	陶	iâu	iau5
鰩	鳐	iâu	iau5
猺	猺	iâu	iau5
僥	侥	iâu	iau5
遙	遥	iâu	iau5
揄	揄	iâu	iau5
窯	窑	iâu	iau5
姚	姚	iâu	iau5
洮	洮	iâu	iau5
鷂	鹞	iâu	iau5
搖	摇	iâu	iau5
繇	繇	iâu	iau5
謠	谣	iâu	iau5
嗂	嗂	iâu	iau5
颻	飖	iâu	iau5
匋	匋	iâu	iau5
軺	轺	iâu	iau5
愮	愮	iâu	iau5
珧	珧	iâu	iau5
瀹	瀹	iāu	iau7
曜	曜	iāu	iau7
燿	燿	iāu	iau7
艞	艞	iāu	iau7
鷂	鹞	iāu	iau7
趭	趭	iāu	iau7
耀	耀	iāu	iau7
胰	胰	ih	ih
淹	淹	im	im
瘖	瘖	im	im
音	音	im	im
吽	吽	im	im
喑	喑	im	im
陰	阴	im	im
窨	窨	im	im
漲	涨	im	im
愔	愔	im	im
窨	窨	ìm	im3
廕	廕	ìm	im3
蔭	荫	ìm	im3
蟫	蟫	îm	im5
婬	婬	îm	im5
霪	霪	îm	im5
淫	淫	îm	im5
冘	冘	îm	im5
諲	諲	in	in
闉	闉	in	in
欭	欭	in	in
湮	湮	in	in
絪	絪	in	in
堙	堙	in	in
禋	禋	in	in
因	因	in	in
茵	茵	in	in
駰	骃	in	in
裀	裀	in	in
垔	垔	in	in
伊	伊	in	in
姻	姻	in	in
煙	烟	in	in
氤	氤	in	in
戭	戭	ín	in2
引	引	ín	in2
蚓	蚓	ín	in2
允	允	ín	in2
靷	靷	ín	in2
縯	縯	ín	in2
紖	纼	ín	in2
應	应	ìn	in3
印	印	ìn	in3
夤	夤	în	in5
螾	螾	în	in5
寅	寅	în	in5
延	延	în	in5
孕	孕	īn	in7
媵	媵	īn	in7
運	运	īn	in7
勩	勚	īn	in7
胤	胤	īn	in7
賸	賸	īn	in7
引	引	īn	in7
酳	酳	īn	in7
垽	垽	īn	in7
英	英	iⁿ	inn
嚶	嘤	iⁿ	inn
殔	殔	iⁿ	inn
楹	楹	íⁿ	inn2
樣	样	íⁿ	inn2
燕	燕	ìⁿ	inn3
嚶	嘤	ìⁿ	inn3
縈	萦	îⁿ	inn5
員	员	îⁿ	inn5
丸	丸	îⁿ	inn5
圓	圆	îⁿ	inn5
施	施	īⁿ	inn7
院	院	īⁿ	inn7
易	易	īⁿ	inn7
異	异	īⁿ	inn7
肄	肄	īⁿ	inn7
异	异	īⁿ	inn7
育	育	io	io
腰	腰	io	io
邀	邀	io	io
毆	殴	ío	io2
敺	敺	ío	io2
搖	摇	îo	io5
窯	窑	îo	io5
姚	姚	îo	io5
約	约	ioh	ioh
虳	虳	ioh	ioh
喲	哟	ioh	ioh
藥	药	io̍h	ioh8
鑰	钥	io̍h	ioh8
喲	哟	iok	iok
約	约	iok	iok
瀹	瀹	io̍k	iok8
礿	礿	io̍k	iok8
鋊	鋊	io̍k	iok8
爚	爚	io̍k	iok8
鵒	鹆	io̍k	iok8
昱	昱	io̍k	iok8
躍	跃	io̍k	iok8
欲	欲	io̍k	iok8
育	育	io̍k	iok8
毓	毓	io̍k	iok8
鬻	鬻	io̍k	iok8
慾	慾	io̍k	iok8
儥	儥	io̍k	iok8
霅	霅	io̍k	iok8
籥	籥	io̍k	iok8
趯	趯	io̍k	iok8
藥	药	io̍k	iok8
葯	药	io̍k	iok8
鑰	钥	io̍k	iok8
煜	煜	io̍k	iok8
淯	淯	io̍k	iok8
峪	峪	io̍k	iok8
韣	韣	io̍k	iok8
唷	唷	io̍k	iok8
禴	禴	io̍k	iok8
龠	龠	io̍k	iok8
籲	吁	io̍k	iok8
浴	浴	io̍k	iok8
鴦	鸯	iong	iong
廱	廱	iong	iong
坱	坱	iong	iong
饔	饔	iong	iong
鞅	鞅	iong	iong
佒	佒	iong	iong
灉	灉	iong	iong
秧	秧	iong	iong
澭	澭	iong	iong
雝	雝	iong	iong
胦	胦	iong	iong
邕	邕	iong	iong
噰	噰	iong	iong
殃	殃	iong	iong
央	央	iong	iong
癰	痈	iong	iong
罋	罋	iong	iong
抰	抰	iong	iong
蕹	蕹	iong	iong
臃	臃	iong	iong
雍	雍	iong	iong
嗈	嗈	iong	iong
泱	泱	iong	iong
佒	佒	ióng	iong2
癢	痒	ióng	iong2
蛹	蛹	ióng	iong2
踊	踊	ióng	iong2
筩	筩	ióng	iong2
勇	勇	ióng	iong2
養	养	ióng	iong2
鞅	鞅	ióng	iong2
懩	懩	ióng	iong2
傛	傛	ióng	iong2
壅	壅	ióng	iong2
痒	痒	ióng	iong2
悀	悀	ióng	iong2
臾	臾	ióng	iong2
湧	湧	ióng	iong2
瀁	瀁	ióng	iong2
涌	涌	ióng	iong2
擁	拥	ióng	iong2
埇	埇	ióng	iong2
甬	甬	ióng	iong2
抰	抰	ióng	iong2
俑	俑	ióng	iong2
壅	壅	iòng	iong3
鞅	鞅	iòng	iong3
甕	甕	iòng	iong3
映	映	iòng	iong3
怏	怏	iòng	iong3
擁	拥	iòng	iong3
盎	盎	iòng	iong3
佒	佒	iòng	iong3
泱	泱	iòng	iong3
蓉	蓉	iông	iong5
羊	羊	iông	iong5
楊	杨	iông	iong5
禓	禓	iông	iong5
融	融	iông	iong5
洋	洋	iông	iong5
容	容	iông	iong5
鄘	鄘	iông	iong5
鍚	钖	iông	iong5
暘	旸	iông	iong5
鏞	镛	iông	iong5
傛	傛	iông	iong5
陽	阳	iông	iong5
榕	榕	iông	iong5
瀜	瀜	iông	iong5
瘍	疡	iông	iong5
佯	佯	iông	iong5
肜	肜	iông	iong5
鰫	鰫	iông	iong5
烊	烊	iông	iong5
瑒	玚	iông	iong5
鎔	镕	iông	iong5
崵	崵	iông	iong5
傭	佣	iông	iong5
痒	痒	iông	iong5
揚	扬	iông	iong5
徉	徉	iông	iong5
墉	墉	iông	iong5
瑢	瑢	iông	iong5
颺	飏	iông	iong5
煬	炀	iông	iong5
蛘	蛘	iông	iong5
頌	颂	iông	iong5
顒	颙	iông	iong5
庸	庸	iông	iong5
昜	昜	iông	iong5
溶	溶	iông	iong5
慵	慵	iông	iong5
垟	垟	iông	iong5
用	用	iōng	iong7
漾	漾	iōng	iong7
羕	羕	iōng	iong7
瀁	瀁	iōng	iong7
恙	恙	iōng	iong7
癢	痒	iōng	iong7
養	养	iōng	iong7
樣	样	iōng	iong7
裛	裛	ip	ip
圔	圔	ip	ip
咠	咠	ip	ip
挹	挹	ip	ip
唈	唈	ip	ip
邑	邑	ip	ip
腌	腌	ip	ip
悒	悒	ip	ip
揖	揖	ip	ip
俋	俋	ip	ip
熠	熠	ip	ip
浥	浥	ip	ip
汩	汩	it	it
饐	饐	it	it
一	一	it	it
噎	噎	it	it
乙	乙	it	it
鳦	鳦	it	it
憶	忆	it	it
壹	壹	it	it
櫌	櫌	iu	iu
麀	麀	iu	iu
攸	攸	iu	iu
憂	忧	iu	iu
幽	幽	iu	iu
怮	怮	iu	iu
鄾	鄾	iu	iu
優	优	iu	iu
嚘	嚘	iu	iu
呦	呦	iu	iu
耰	耰	iu	iu
懮	懮	iu	iu
友	友	iú	iu2
貁	貁	iú	iu2
羑	羑	iú	iu2
戭	戭	iú	iu2
酉	酉	iú	iu2
牖	牖	iú	iu2
黝	黝	iú	iu2
卣	卣	iú	iu2
庮	庮	iú	iu2
懮	懮	iú	iu2
莠	莠	iú	iu2
栯	栯	iú	iu2
有	有	iú	iu2
佑	佑	iú	iu2
誘	诱	iú	iu2
右	右	iú	iu2
幼	幼	iù	iu3
槐	槐	iû	iu5
油	油	iû	iu5
洋	洋	iû	iu5
蚰	蚰	iû	iu5
卣	卣	iû	iu5
鰍	鳅	iû	iu5
餘	馀	iû	iu5
蝣	蝣	iû	iu5
蝤	蝤	iû	iu5
輶	輶	iû	iu5
攸	攸	iû	iu5
蚘	蚘	iû	iu5
悠	悠	iû	iu5
尤	尤	iû	iu5
逌	逌	iû	iu5
蕕	莸	iû	iu5
揄	揄	iû	iu5
疣	疣	iû	iu5
郵	邮	iû	iu5
煪	煪	iû	iu5
斿	斿	iû	iu5
怞	怞	iû	iu5
鼬	鼬	iû	iu5
偤	偤	iû	iu5
繇	繇	iû	iu5
由	由	iû	iu5
瞅	瞅	iû	iu5
遒	遒	iû	iu5
遊	游	iû	iu5
冘	冘	iû	iu5
蒏	蒏	iû	iu5
游	游	iû	iu5
猷	猷	iû	iu5
魷	鱿	iû	iu5
猶	犹	iû	iu5
酋	酋	iû	iu5
訧	訧	iû	iu5
槱	槱	iû	iu5
怞	怞	iū	iu7
侑	侑	iū	iu7
有	有	iū	iu7
佑	佑	iū	iu7
賄	贿	iū	iu7
狖	狖	iū	iu7
又	又	iū	iu7
姷	姷	iū	iu7
囿	囿	iū	iu7
釉	釉	iū	iu7
褎	褎	iū	iu7
柚	柚	iū	iu7
右	右	iū	iu7
祐	祐	iū	iu7
痏	痏	iū	iu7
宥	宥	iū	iu7
栯	栯	iū	iu7
鴦	鸯	iuⁿ	iunn
螉	螉	iuⁿ	iunn
養	养	iúⁿ	iunn2
瘍	疡	iûⁿ	iunn5
陽	阳	iûⁿ	iunn5
庸	庸	iûⁿ	iunn5
羊	羊	iûⁿ	iunn5
鎔	镕	iûⁿ	iunn5
洋	洋	iûⁿ	iunn5
楊	杨	iûⁿ	iunn5
樣	样	iūⁿ	iunn7
摧	摧	jê	je5
礽	礽	jêng	jeng5
陑	陑	jêng	jeng5
陾	陾	jêng	jeng5
仍	仍	jêng	jeng5
扔	扔	jêng	jeng5
艿	艿	jêng	jeng5
胹	胹	ji	ji1
子	子	jí	ji2
陑	陑	jî	ji5
侕	侕	jî	ji5
鮞	鲕	jî	ji5
荋	荋	jî	ji5
唲	唲	jî	ji5
而	而	jî	ji5
咡	咡	jî	ji5
洏	洏	jî	ji5
耏	耏	jî	ji5
輀	輀	jî	ji5
陾	陾	jî	ji5
栭	栭	jî	ji5
兒	儿	jî	ji5
毦	毦	jī	ji7
洱	洱	jī	ji7
膩	腻	jī	ji7
字	字	jī	ji7
衈	衈	jī	ji7
珥	珥	jī	ji7
米	米	jī	ji7
樲	樲	jī	ji7
刵	刵	jī	ji7
二	二	jī	ji7
咡	咡	jī	ji7
餌	饵	jī	ji7
佴	佴	jī	ji7
貳	贰	jī	ji7
遮	遮	jia	jia
惹	惹	jiá	jia2
喏	喏	jiá	jia2
揖	揖	jiā	jia7
偌	偌	jiā	jia7
跡	迹	jiah	jiah
蹟	蹟	jiah	jiah
柟	柟	jiám	jiam2
蚺	蚺	jiám	jiam2
苒	苒	jiám	jiam2
染	染	jiám	jiam2
髯	髯	jiám	jiam2
冉	冉	jiám	jiam2
橪	橪	jián	jian2
燃	燃	jiân	jian5
然	然	jiân	jian5
冗	冗	jiáng	jiang2
廿	廿	jia̍p	jiap8
顳	颞	jia̍p	jiap8
熱	热	jia̍t	jiat8
爇	爇	jia̍t	jiat8
嬈	娆	jiáu	jiau2
遶	遶	jiáu	jiau2
繞	绕	jiáu	jiau2
抓	抓	jiáu	jiau2
搔	搔	jiáu	jiau2
爪	爪	jiáu	jiau2
擾	扰	jiáu	jiau2
皺	皱	jiâu	jiau3
抓	抓	jiâu	jiau3
縐	绉	jiâu	jiau3
澆	浇	jiâu	jiau5
遶	遶	jiâu	jiau5
饒	饶	jiâu	jiau5
嬈	娆	jiâu	jiau5
繞	绕	jiâu	jiau5
蟯	蛲	jiâu	jiau5
鱙	鱙	jiâu	jiau5
蕘	荛	jiâu	jiau5
橈	桡	jiâu	jiau5
皺	皱	jiâu	jiau5
襓	襓	jiâu	jiau5
溺	溺	jiāu	jiau7
尿	尿	jiāu	jiau7
鳥	鸟	jiáuⁿ	jiaunn2
爪	爪	jiáuⁿ	jiaunn2
扼	扼	ji̍h	jih8
廿	廿	ji̍h	jih8
恁	恁	jim	jim
肕	肕	jim	jim
飪	饪	jím	jim2
棯	棯	jím	jim2
腍	腍	jím	jim2
荏	荏	jím	jim2
衽	衽	jím	jim2
恁	恁	jím	jim2
稔	稔	jím	jim2
忍	忍	jím	jim2
涊	涊	jím	jim2
荵	荵	jím	jim2
拰	拰	jím	jim2
任	任	jîm	jim5
紝	纴	jîm	jim5
尋	寻	jîm	jim5
壬	壬	jîm	jim5
鵀	鵀	jīm	jim7
賃	赁	jīm	jim7
軔	轫	jīm	jim7
仞	仞	jīm	jim7
訒	讱	jīm	jim7
潯	浔	jīm	jim7
認	认	jīm	jim7
任	任	jīm	jim7
刃	刃	jīm	jim7
韌	韧	jīm	jim7
牣	牣	jīm	jim7
妊	妊	jīm	jim7
儿	儿	jîn	jin5
人	人	jîn	jin5
仁	仁	jîn	jin5
芢	芢	jîn	jin5
紉	纫	jîn	jin5
齦	龈	jîn	jin5
認	认	jīn	jin7
洱	洱	jíⁿ	jinn2
耳	耳	jíⁿ	jinn2
邇	迩	jíⁿ	jinn2
你	你	jíⁿ	jinn2
駬	駬	jíⁿ	jinn2
禰	祢	jíⁿ	jinn2
尒	尒	jíⁿ	jinn2
珥	珥	jíⁿ	jinn2
爾	尔	jíⁿ	jinn2
橈	桡	jiô	jio5
尿	尿	jiō	jio7
弱	弱	jio̍h	jioh8
若	若	jio̍k	jiok8
縟	缛	jio̍k	jiok8
搦	搦	jio̍k	jiok8
鄏	鄏	jio̍k	jiok8
肉	肉	jio̍k	jiok8
衄	衄	jio̍k	jiok8
蓐	蓐	jio̍k	jiok8
溺	溺	jio̍k	jiok8
溽	溽	jio̍k	jiok8
辱	辱	jio̍k	jiok8
箬	箬	jio̍k	jiok8
鄀	鄀	jio̍k	jiok8
褥	褥	jio̍k	jiok8
楉	楉	jio̍k	jiok8
弱	弱	jio̍k	jiok8
搮	搮	jio̍k	jiok8
蒻	蒻	jio̍k	jiok8
嗕	嗕	jio̍k	jiok8
攘	攘	jióng	jiong2
穰	穰	jióng	jiong2
傇	傇	jióng	jiong2
茸	茸	jióng	jiong2
嚷	嚷	jióng	jiong2
孃	孃	jióng	jiong2
壤	壤	jióng	jiong2
冗	冗	jióng	jiong2
軵	軵	jióng	jiong2
釀	酿	jiòng	jiong3
狨	狨	jiông	jiong5
孃	孃	jiông	jiong5
纕	纕	jiông	jiong5
駥	駥	jiông	jiong5
瓤	瓤	jiông	jiong5
穰	穰	jiông	jiong5
氄	氄	jiông	jiong5
瀼	瀼	jiông	jiong5
勷	勷	jiông	jiong5
茸	茸	jiông	jiong5
鬤	鬤	jiông	jiong5
攘	攘	jiông	jiong5
儴	儴	jiông	jiong5
羢	羢	jiông	jiong5
戎	戎	jiông	jiong5
蘘	蘘	jiông	jiong5
茙	茙	jiông	jiong5
禳	禳	jiông	jiong5
毧	毧	jiông	jiong5
穠	秾	jiông	jiong5
絨	绒	jiông	jiong5
傇	傇	jiông	jiong5
攘	攘	jiōng	jiong7
讓	让	jiōng	jiong7
入	入	ji̍p	jip8
日	日	ji̍t	jit8
馹	驲	ji̍t	jit8
衵	衵	ji̍t	jit8
揉	揉	jiú	jiu2
蹂	蹂	jiú	jiu2
厹	厹	jiú	jiu2
禸	禸	jiú	jiu2
煣	煣	jiú	jiu2
輮	輮	jiú	jiu2
楺	楺	jiú	jiu2
鞣	鞣	jiú	jiu2
糅	糅	jiú	jiu2
蹂	蹂	jiû	jiu5
猱	猱	jiû	jiu5
硫	硫	jiû	jiu5
榆	榆	jiû	jiu5
鞣	鞣	jiû	jiu5
糅	糅	jiû	jiu5
柔	柔	jiû	jiu5
楺	楺	jiû	jiu5
蝚	蝚	jiû	jiu5
輮	輮	jiû	jiu5
鰇	鰇	jiû	jiu5
揉	揉	jiû	jiu5
陶	陶	jô	jo5
若	若	jōa	joa7
熱	热	jo̍ah	joah8
蝡	蝡	jóan	joan2
蠕	蠕	jóan	joan2
軟	软	jóan	joan2
瓀	瓀	jóan	joan2
